CustomerID,Name,Age,AgeGroup,Region,ProductCategory,PurchaseAmount,Frequency,CustomerValueScore,Cluster,ClusterLabel
288,Adele Wallace,43.0,35-44,West,Groceries,170.75,3,18.284210526315793,0,Loyal Customers
289,Barnabas West,30.0,25-34,North,Clothing,295.0,6,33.631578947368425,0,Loyal Customers
290,Callista Cole,26.0,25-34,South,Electronics,380.25,8,44.01578947368421,0,Loyal Customers
291,Demetrius Foster,47.0,45-54,East,Groceries,145.75,2,14.205263157894738,0,Loyal Customers
292,Esme Simmons,32.0,25-34,West,Beauty,315.5,6,34.92631578947368,0,Loyal Customers
293,Fordham Alexander,55.0,45-54,North,Electronics,930.75,16,98.78421052631579,1,Champions
294,Gardenia Roberts,24.0,<25,South,Beauty,455.0,10,53.73684210526315,0,Loyal Customers
295,Houston Turner,39.0,35-44,East,Groceries,185.75,3,19.231578947368423,0,Loyal Customers
296,Isadora Parker,28.0,25-34,West,Clothing,330.0,6,35.8421052631579,0,Loyal Customers
297,Jefferson Evans,44.0,35-44,North,Groceries,160.5,3,17.636842105263156,0,Loyal Customers
298,Katrina Edwards,31.0,25-34,South,Electronics,285.25,5,30.515789473684208,0,Loyal Customers
299,Lionel Collins,48.0,45-54,East,Electronics,700.5,11,71.7421052631579,1,Champions
300,Marina Morris,25.0,<25,West,Beauty,395.75,8,44.99473684210527,0,Loyal Customers
301,Norbert Rogers,37.0,35-44,North,Clothing,210.25,4,23.27894736842105,0,Loyal Customers
302,Ophelia Reed,29.0,25-34,South,Electronics,345.5,7,39.321052631578944,0,Loyal Customers
303,Percival Bell,43.0,35-44,East,Groceries,165.0,3,17.92105263157895,0,Loyal Customers
304,Queenie Murphy,30.0,25-34,West,Clothing,300.75,6,33.99473684210527,0,Loyal Customers
305,Reginald Bailey,53.0,45-54,North,Electronics,860.25,14,89.33157894736843,1,Champions
306,Sophronia Rivera,26.0,25-34,South,Beauty,415.0,9,48.71052631578947,0,Loyal Customers
307,Tennyson Cooper,40.0,35-44,East,Groceries,180.5,3,18.9,0,Loyal Customers
308,Ursula Howard,27.0,25-34,West,Beauty,350.25,7,39.62105263157895,0,Loyal Customers
309,Valentine Cox,36.0,35-44,North,Clothing,230.0,4,24.526315789473685,0,Loyal Customers
310,Wilhelmina Ward,24.0,<25,South,Beauty,490.25,11,58.46315789473684,0,Loyal Customers
311,Xander Torres,49.0,45-54,East,Electronics,730.75,12,76.15263157894738,1,Champions
312,Yasmin Peterson,31.0,25-34,West,Beauty,380.5,8,44.03157894736842,0,Loyal Customers
313,Zoltan Gray,44.0,35-44,North,Groceries,175.25,3,18.568421052631578,0,Loyal Customers
314,Amara Ramirez,28.0,25-34,South,Electronics,310.0,6,34.578947368421055,0,Loyal Customers
315,Brigham James,37.0,35-44,East,Clothing,225.5,4,24.242105263157896,0,Loyal Customers
316,Calliope Watson,23.0,<25,West,Beauty,465.75,10,54.415789473684214,0,Loyal Customers
317,Darian Brooks,50.0,45-54,North,Electronics,790.5,13,82.42631578947368,1,Champions
318,Elspeth Kelly,26.0,25-34,South,Beauty,395.0,8,44.94736842105264,0,Loyal Customers
319,Fionn Sanders,41.0,35-44,East,Groceries,185.75,3,19.231578947368423,0,Loyal Customers
320,Galatea Price,29.0,25-34,West,Clothing,325.25,6,35.5421052631579,0,Loyal Customers
321,Harrison Bennett,47.0,45-54,North,Electronics,710.75,11,72.38947368421054,1,Champions
322,Ingeborg Wood,24.0,<25,South,Beauty,445.5,10,53.13684210526315,0,Loyal Customers
323,Jasper Barnes,35.0,25-34,East,Clothing,200.25,4,22.647368421052633,0,Loyal Customers
324,Kira Ross,28.0,25-34,West,Electronics,360.0,7,40.23684210526316,0,Loyal Customers
325,Lancelot Henderson,43.0,35-44,North,Groceries,160.75,3,17.65263157894737,0,Loyal Customers
326,Magdalene Coleman,31.0,25-34,South,Electronics,280.5,5,30.215789473684207,0,Loyal Customers
327,Naveen Jenkins,27.0,25-34,East,Clothing,215.75,4,23.626315789473683,0,Loyal Customers
328,Odalys Perry,34.0,25-34,West,Beauty,370.25,7,40.88421052631579,0,Loyal Customers
329,Peregrine Powell,52.0,45-54,North,Electronics,820.5,13,84.32105263157894,1,Champions
330,Quintessa Long,25.0,<25,South,Beauty,430.75,9,49.70526315789474,0,Loyal Customers
331,Roderick Patterson,40.0,35-44,East,Groceries,175.5,3,18.584210526315793,0,Loyal Customers
332,Sapphire Hughes,28.0,25-34,West,Clothing,315.25,6,34.910526315789475,0,Loyal Customers
333,Thaddeus Flores,46.0,45-54,North,Groceries,155.0,3,17.289473684210527,0,Loyal Customers
334,Undine Washington,32.0,25-34,South,Electronics,295.5,6,33.66315789473684,0,Loyal Customers
335,Verdell Butler,37.0,35-44,East,Clothing,235.75,4,24.889473684210525,0,Loyal Customers
336,Waverly Simmons,23.0,<25,West,Beauty,480.0,10,55.315789473684205,0,Loyal Customers
337,Xenophon Foster,49.0,45-54,North,Electronics,740.25,12,76.75263157894737,1,Champions
338,Yolanda Gonzales,26.0,25-34,South,Beauty,390.5,8,44.66315789473684,0,Loyal Customers
339,Zeb Bryant,41.0,35-44,East,Groceries,170.25,3,18.25263157894737,0,Loyal Customers
340,Adaeze Alexander,29.0,25-34,West,Clothing,330.75,6,35.88947368421053,0,Loyal Customers
341,Unknown,35.0,25-34,North,Electronics,250.0,5,28.289473684210524,0,Loyal Customers
342,Birgitta Russell,27.0,25-34,South,Beauty,375.0,7,41.18421052631579,0,Loyal Customers
343,Crispin Griffin,44.0,35-44,East,Groceries,165.75,3,17.968421052631577,0,Loyal Customers
344,Damaris Diaz,31.0,25-34,West,Clothing,300.25,6,33.96315789473684,0,Loyal Customers
345,Emrys Hayes,50.0,45-54,North,Electronics,760.75,12,78.04736842105264,1,Champions
346,Felicitas Myers,25.0,<25,South,Beauty,415.5,9,48.742105263157896,0,Loyal Customers
347,Gawain Ford,38.0,35-44,East,Clothing,190.75,4,22.04736842105263,0,Loyal Customers
348,Halcyon Hamilton,28.0,25-34,West,Electronics,350.5,7,39.636842105263156,0,Loyal Customers
349,Idris Graham,45.0,35-44,North,Groceries,155.5,3,17.321052631578947,0,Loyal Customers
350,Jessamine Sullivan,32.0,25-34,South,Clothing,285.75,5,30.547368421052635,0,Loyal Customers
353,Duplicate Entry,28.0,25-34,East,Clothing,310.0,6,34.578947368421055,0,Loyal Customers
354,Kipling Wallace,37.0,35-44,West,Electronics,225.0,4,24.210526315789473,0,Loyal Customers
355,Lavinia West,26.0,25-34,North,Beauty,370.75,7,40.915789473684214,0,Loyal Customers
356,Mordecai Cole,43.0,35-44,South,Groceries,160.25,3,17.621052631578948,0,Loyal Customers
357,Narcissa Foster,30.0,25-34,East,Clothing,305.0,6,34.26315789473684,0,Loyal Customers
358,Obadiah Simmons,49.0,45-54,West,Electronics,750.0,12,77.36842105263158,1,Champions
359,Perpetua Alexander,25.0,<25,North,Beauty,425.25,9,49.3578947368421,0,Loyal Customers
360,Quillan Roberts,39.0,35-44,South,Groceries,185.0,3,19.18421052631579,0,Loyal Customers
361,Romilda Turner,28.0,25-34,East,Electronics,340.75,7,39.02105263157895,0,Loyal Customers
362,Saoirse Parker,44.0,35-44,West,Groceries,170.5,3,18.268421052631577,0,Loyal Customers
363,Tancred Evans,32.0,25-34,North,Clothing,290.5,6,33.34736842105263,0,Loyal Customers
364,Ulrica Edwards,27.0,25-34,South,Beauty,360.25,7,40.25263157894737,0,Loyal Customers
365,Vespera Collins,50.0,45-54,East,Electronics,780.75,13,81.81052631578947,1,Champions
366,Willowmere Morris,24.0,<25,West,Beauty,440.5,9,50.321052631578944,0,Loyal Customers
367,Xanthippe Rogers,38.0,35-44,North,Clothing,200.75,4,22.678947368421053,0,Loyal Customers
368,Ysolde Reed,29.0,25-34,South,Electronics,325.5,6,35.55789473684211,0,Loyal Customers
369,Zephyrine Bell,45.0,35-44,East,Groceries,165.25,3,17.936842105263157,0,Loyal Customers
370,Aldric Murphy,31.0,25-34,West,Clothing,280.25,5,30.2,0,Loyal Customers
371,Belphoebe Bailey,23.0,<25,North,Beauty,475.0,10,55.00000000000001,0,Loyal Customers
372,Caradoc Rivera,46.0,45-54,South,Groceries,150.75,2,14.521052631578947,0,Loyal Customers
373,Dymphna Cooper,30.0,25-34,East,Clothing,315.75,6,34.9421052631579,0,Loyal Customers
374,Eirlys Howard,36.0,35-44,West,Electronics,380.0,7,41.5,0,Loyal Customers
375,Fionnuala Cox,25.0,<25,North,Beauty,445.25,9,50.62105263157895,0,Loyal Customers
376,Gaheris Ward,42.0,35-44,South,Groceries,175.75,3,18.6,0,Loyal Customers
377,Heulwen Torres,29.0,25-34,East,Clothing,310.5,6,34.61052631578948,0,Loyal Customers
378,Idwal Peterson,47.0,45-54,West,Electronics,720.75,11,73.02105263157894,1,Champions
379,Jocasta Gray,24.0,<25,North,Beauty,455.5,10,53.768421052631574,0,Loyal Customers
380,Kearney Ramirez,35.0,25-34,South,Clothing,195.0,4,22.315789473684212,0,Loyal Customers
381,Lisette James,28.0,25-34,East,Electronics,355.75,7,39.96842105263158,0,Loyal Customers
382,Malachy Watson,43.0,35-44,West,Groceries,165.0,3,17.92105263157895,0,Loyal Customers
383,Niamh Brooks,31.0,25-34,North,Clothing,285.0,5,30.5,0,Loyal Customers
384,Odessa Kelly,26.0,25-34,South,Beauty,400.25,8,45.27894736842105,0,Loyal Customers
385,Phelan Sanders,40.0,35-44,East,Groceries,180.25,3,18.88421052631579,0,Loyal Customers
386,Quillon Price,28.0,25-34,West,Electronics,340.0,7,38.973684210526315,0,Loyal Customers
387,Rowan Bennett,37.0,35-44,North,Clothing,220.75,4,23.942105263157895,0,Loyal Customers
388,Seren Wood,24.0,<25,South,Beauty,470.5,10,54.715789473684204,0,Loyal Customers
389,Taliesin Barnes,49.0,45-54,East,Electronics,700.75,11,71.7578947368421,1,Champions
390,Tesni Ross,26.0,25-34,West,Beauty,385.25,8,44.33157894736842,0,Loyal Customers
391,Trystan Henderson,41.0,35-44,North,Groceries,170.0,3,18.236842105263158,0,Loyal Customers
392,Uchenna Coleman,30.0,25-34,South,Clothing,295.75,6,33.67894736842105,0,Loyal Customers
393,Veerle Jenkins,37.0,35-44,East,Electronics,225.25,4,24.226315789473684,0,Loyal Customers
394,Wynne Perry,25.0,<25,West,Beauty,365.75,7,40.6,0,Loyal Customers
395,Ximena Powell,44.0,35-44,North,Groceries,160.5,3,17.636842105263156,0,Loyal Customers
396,Yewande Long,31.0,25-34,South,Clothing,280.25,5,30.2,0,Loyal Customers
397,Zemira Patterson,48.0,45-54,East,Electronics,730.0,11,73.60526315789473,1,Champions
398,Abiodun Hughes,24.0,<25,West,Beauty,440.25,9,50.30526315789474,0,Loyal Customers
399,Babatunde Flores,39.0,35-44,North,Groceries,185.5,3,19.21578947368421,0,Loyal Customers
400,Chidinma Washington,28.0,25-34,South,Electronics,320.0,6,35.21052631578947,0,Loyal Customers
