CustomerID,Name,Age,Gender,Region,PurchaseAmount,Frequency,ProductCategory,JoinDate
375,Fionnuala Cox,25.0,Female,North,445.25,9,Beauty,2022-05-23
376,Gaheris Ward,42.0,Male,South,175.75,3,Groceries,2020-08-07
377,Heulwen Torres,29.0,Female,East,310.5,6,Clothing,2021-09-14
378,Idwal Peterson,47.0,Male,West,720.75,11,Electronics,2018-10-27
379,Jocasta Gray,24.0,Female,North,455.5,10,Beauty,2022-06-20
380,Kearney Ramirez,35.0,Male,South,195.0,4,Clothing,2020-11-02
381,Lisette James,28.0,Female,East,355.75,7,Electronics,2021-11-08
382,Malachy Watson,43.0,Male,West,165.0,3,Groceries,2020-06-25
383,Niamh Brooks,31.0,Female,North,285.0,5,Clothing,2021-07-07
384,Odessa Kelly,26.0,Female,South,400.25,8,Beauty,2022-02-15
385,Phelan Sanders,40.0,Male,East,180.25,3,Groceries,2020-07-20
386,Quillon Price,28.0,Male,West,340.0,7,Electronics,2021-10-04
387,Rowan Bennett,37.0,Male,North,220.75,4,Clothing,2020-09-15
388,Seren Wood,24.0,Female,South,470.5,10,Beauty,2022-06-05
389,Taliesin Barnes,49.0,Male,East,700.75,11,Electronics,2018-11-23
390,Tesni Ross,26.0,Female,West,385.25,8,Beauty,2022-02-26
391,Trystan Henderson,41.0,Male,North,170.0,3,Groceries,2020-08-09
392,Uchenna Coleman,30.0,Female,South,295.75,6,Clothing,2021-07-24
393,Veerle Jenkins,37.0,Male,East,225.25,4,Electronics,2020-10-28
394,Wynne Perry,25.0,Female,West,365.75,7,Beauty,2021-12-18
395,Ximena Powell,44.0,Male,North,160.5,3,Groceries,2020-05-14
396,Yewande Long,31.0,Female,South,280.25,5,Clothing,2021-06-25
397,Zemira Patterson,48.0,Male,East,730.0,11,Electronics,2018-09-14
398,Abiodun Hughes,24.0,Female,West,440.25,9,Beauty,2022-05-29
399,Babatunde Flores,39.0,Male,North,185.5,3,Groceries,2020-10-12
400,Chidinma Washington,28.0,Female,South,320.0,6,Electronics,2021-08-07
